Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
default                       56m         Warning   KubeletStart                             node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Started kubelet.service.
default                       56m         Warning   DockerStart                              node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Starting docker.service...
default                       56m         Warning   ContainerdStart                          node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Starting containerd.service...
default                       56m         Warning   ReadOnlyFileSystemDetected               node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         
default                       56m         Warning   KubeletStart                             node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Started kubelet.service.
default                       56m         Warning   ContainerdStart                          node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Starting containerd.service...
default                       56m         Warning   DockerStart                              node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Starting docker.service...
default                       56m         Warning   NodeRegistrationCheckerStart             node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Thu Jun 18 07:11:21 UTC 2026 - ** Starting Node Registration Checker **
kube-system                   56m         Normal    LeaderElection                           lease/addon-manager                                             gke-2f1370df39c84153b963-9a43-f327-vm_6cfb3954-3839-48b1-ac29-d850cf067cec became leader
default                       56m         Normal    NodeHasSufficientPID                     node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 status is now: NodeHasSufficientPID
default                       56m         Warning   ReadOnlyFileSystemDetected               node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         
default                       56m         Normal    NodeHasSufficientPID                     node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Node gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg status is now: NodeHasSufficientPID
kube-system                   56m         Normal    ScalingReplicaSet                        deployment/kube-dns                                             Scaled up replica set kube-dns-859ff5b767 from 0 to 1
kube-system                   56m         Warning   FailedCreate                             replicaset/kube-dns-859ff5b767                                  Error creating: insufficient quota to match these scopes: [{PriorityClass In [system-node-critical system-cluster-critical]}]
default                       56m         Normal    NodeHasSufficientPID                     node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Node gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6 status is now: NodeHasSufficientPID
kube-system                   56m         Normal    SuccessfulCreate                         replicaset/kube-dns-859ff5b767                                  Created pod: kube-dns-859ff5b767-wgmbv
default                       56m         Warning   NodeRegistrationCheckerStart             node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Thu Jun 18 07:11:28 UTC 2026 - ** Starting Node Registration Checker **
default                       56m         Warning   ContainerdStart                          node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Starting containerd.service...
default                       56m         Warning   DockerStart                              node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Starting docker.service...
default                       56m         Warning   KubeletStart                             node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Started kubelet.service.
default                       56m         Normal    NodeHasNoDiskPressure                    node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Node gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg status is now: NodeHasNoDiskPressure
default                       56m         Normal    NodeHasSufficientMemory                  node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Node gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg status is now: NodeHasSufficientMemory
default                       56m         Warning   ReadOnlyFileSystemDetected               node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         
default                       56m         Normal    NodeHasSufficientMemory                  node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 status is now: NodeHasSufficientMemory
default                       56m         Normal    NodeHasNoDiskPressure                    node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 status is now: NodeHasNoDiskPressure
default                       56m         Normal    NodeHasNoDiskPressure                    node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Node gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6 status is now: NodeHasNoDiskPressure
default                       56m         Normal    NodeHasSufficientMemory                  node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Node gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6 status is now: NodeHasSufficientMemory
gke-managed-cim               56m         Warning   FailedCreate                             statefulset/kube-state-metrics                                  create Pod kube-state-metrics-0 in StatefulSet kube-state-metrics failed error: pods "kube-state-metrics-0" is forbidden: error looking up service account gke-managed-cim/kube-state-metrics: serviceaccount "kube-state-metrics" not found
kube-system                   55m         Normal    LeaderElection                           lease/cluster-autoscaler                                        gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   55m         Normal    LeaderElection                           lease/clustermetrics                                            gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/event-exporter-gke                                   Scaled up replica set event-exporter-gke-588455645b from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/event-exporter-gke-588455645b                        Created pod: event-exporter-gke-588455645b-fsrzx
kube-system                   55m         Normal    LeaderElection                           lease/gcp-controller-manager                                    gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   55m         Normal    LeaderElection                           lease/gke-common-webhook-lock                                   gke-2f1370df39c84153b963-9a43-f327-vm_6b2a3 became leader
kube-system                   55m         Normal    LeaderElection                           lease/cloud-controller-manager                                  gke-2f1370df39c84153b963-8177-15bd-vm_43ebdff9-afbc-42b8-a4de-4edd08c52f63 became leader
kube-system                   55m         Normal    LeaderElection                           lease/cloud-provider-extraction-migration-pt2                   gke-2f1370df39c84153b963-8177-15bd-vm_43ebdff9-afbc-42b8-a4de-4edd08c52f63 became leader
gke-managed-volumepopulator   55m         Normal    LeaderElection                           lease/gke-volume-populator-leader                               gke-2f1370df39c84153b963-9a43-f327-vm became leader
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/konnectivity-agent                                   Scaled up replica set konnectivity-agent-6c8ccfcd4b from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/konnectivity-agent-6c8ccfcd4b                        Created pod: konnectivity-agent-6c8ccfcd4b-rd9tn
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/konnectivity-agent-autoscaler                        Scaled up replica set konnectivity-agent-autoscaler-84fb4cdd4f from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/konnectivity-agent-autoscaler-84fb4cdd4f             Created pod: konnectivity-agent-autoscaler-84fb4cdd4f-6cmqc
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/kube-dns-autoscaler                                  Scaled up replica set kube-dns-autoscaler-5b8b5b9848 from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/kube-dns-autoscaler-5b8b5b9848                       Created pod: kube-dns-autoscaler-5b8b5b9848-5xsh9
kube-system                   55m         Normal    LeaderElection                           configmap/cluster-kubestore                                     gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   55m         Normal    LeaderElection                           lease/cluster-kubestore                                         gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/l7-default-backend                                   Scaled up replica set l7-default-backend-b5b9d8d6f from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/l7-default-backend-b5b9d8d6f                         Created pod: l7-default-backend-b5b9d8d6f-nkt6j
kube-system                   55m         Normal    LeaderElection                           lease/maintenance-controller                                    gke-2f1370df39c84153b963-8177-15bd-vm_08619416-d90f-42ae-bc2a-b1749ee76f66 became leader
kube-system                   55m         Normal    LeaderElection                           lease/ingress-gce-neg-lock                                      gke-2f1370df39c84153b963-8177-15bd-vm_2fc3 became leader
kube-system                   55m         Normal    LeaderElection                           lease/ingress-gce-lock                                          gke-2f1370df39c84153b963-8177-15bd-vm_3782d became leader
kube-system                   55m         Normal    LeaderElection                           lease/l4-lb-controller-gce-lock                                 gke-2f1370df39c84153b963-8177-15bd-vm_3782d became leader
gmp-system                    55m         Normal    ScalingReplicaSet                        deployment/rule-evaluator                                       Scaled up replica set rule-evaluator-5bcc9bf5d5 from 0 to 1
gmp-system                    55m         Normal    SuccessfulCreate                         replicaset/gmp-operator-7bc4cd5955                              Created pod: gmp-operator-7bc4cd5955-xqvzs
gmp-system                    55m         Normal    ScalingReplicaSet                        deployment/gmp-operator                                         Scaled up replica set gmp-operator-7bc4cd5955 from 0 to 1
gmp-system                    55m         Normal    SuccessfulCreate                         replicaset/rule-evaluator-5bcc9bf5d5                            Created pod: rule-evaluator-5bcc9bf5d5-bgr99
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/metrics-server-v1.33.0                               Scaled up replica set metrics-server-v1.33.0-854c9c74f4 from 0 to 1
kube-system                   55m         Warning   FailedCreate                             replicaset/metrics-server-v1.33.0-854c9c74f4                    Error creating: pods "metrics-server-v1.33.0-854c9c74f4-" is forbidden: error looking up service account kube-system/metrics-server: serviceaccount "metrics-server" not found
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/metrics-server-v1.33.0-854c9c74f4                    Created pod: metrics-server-v1.33.0-854c9c74f4-jd9mz
kube-system                   55m         Normal    ScalingReplicaSet                        deployment/metrics-server-v1.33.0                               Scaled up replica set metrics-server-v1.33.0-7cb947b96b from 0 to 1
kube-system                   55m         Normal    SuccessfulCreate                         replicaset/metrics-server-v1.33.0-7cb947b96b                    Created pod: metrics-server-v1.33.0-7cb947b96b-nr7bh
kube-system                   55m         Normal    LeaderElection                           lease/addon-resizer                                             gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   54m         Normal    LeaderElection                           lease/multinet-endpoint-slices                                  gke-2f1370df39c84153b963-8177-15bd-vm_2e0a4a3c-fe7e-4bb1-be01-3cff3a648d54 became leader
kube-system                   54m         Normal    ScalingReplicaSet                        deployment/antrea-controller-horizontal-autoscaler              Scaled up replica set antrea-controller-horizontal-autoscaler-7fb7f46fbd from 0 to 1
kube-system                   54m         Normal    SuccessfulCreate                         replicaset/antrea-controller-horizontal-autoscaler-7fb7f46fbd   Created pod: antrea-controller-horizontal-autoscaler-7fb7f46fbd-6bcrt
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/fluentbit-gke                                         Created pod: fluentbit-gke-d6k69
kube-system                   54m         Normal    LeaderElection                           lease/network-controller-manager                                gke-2f1370df39c84153b963-8177-15bd-vm_0c2aa559-ac70-448b-b123-ace06e4a9e43 became leader
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metadata-server                                   Created pod: gke-metadata-server-rp8n8
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metrics-agent                                     Created pod: gke-metrics-agent-p98w9
gmp-system                    54m         Normal    SuccessfulCreate                         daemonset/collector                                             Created pod: collector-s6jzq
default                       54m         Normal    Synced                                   node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node synced successfully
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/netd                                                  Created pod: netd-4hkpj
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/anetd                                                 Created pod: anetd-lclx5
gmp-system                    54m         Normal    SuccessfulCreate                         daemonset/collector                                             Created pod: collector-b9gmr
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metrics-agent                                     Created pod: gke-metrics-agent-fstnw
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/fluentbit-gke                                         Created pod: fluentbit-gke-fb85j
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/netd                                                  Created pod: netd-rh5m4
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/anetd                                                 Created pod: anetd-qx5dm
default                       54m         Normal    Synced                                   node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Node synced successfully
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metadata-server                                   Created pod: gke-metadata-server-czl97
default                       54m         Normal    RegisteredNode                           node/gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg         Node gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg event: Registered Node gke-gke-a3h-spot-dc0273-default-pool-3301d7bf-6lhg in Controller
default                       54m         Normal    RegisteredNode                           node/gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177         Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 event: Registered Node gke-gke-a3h-spot-dc0273-default-pool-86cfb995-s177 in Controller
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/netd                                                  Created pod: netd-xhxxr
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metadata-server                                   Created pod: gke-metadata-server-hmrkc
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/fluentbit-gke                                         Created pod: fluentbit-gke-5ccfh
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/gke-metrics-agent                                     Created pod: gke-metrics-agent-4h9x4
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/anetd                                                 Created pod: anetd-k92d5
kube-system                   54m         Normal    LeaderElection                           lease/external-attacher-leader-pd-csi-storage-gke-io            gke-2f1370df39c84153b963-9a43-f327-vm became leader
default                       54m         Normal    Synced                                   node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Node synced successfully
gmp-system                    54m         Normal    SuccessfulCreate                         daemonset/collector                                             Created pod: collector-mtjkj
kube-system                   54m         Normal    LeaderElection                           lease/external-resizer-pd-csi-storage-gke-io                    gke-2f1370df39c84153b963-8177-15bd-vm became leader
kube-system                   54m         Normal    Pulling                                  pod/netd-xhxxr                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7"
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/pdcsi-node                                            Created pod: pdcsi-node-xqks8
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/pdcsi-node                                            Created pod: pdcsi-node-wqrx5
kube-system                   54m         Normal    SuccessfulCreate                         daemonset/pdcsi-node                                            Created pod: pdcsi-node-zs69m
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a" in 417ms (417ms including waiting). Image size: 26576360 bytes.
kube-system                   54m         Normal    Pulling                                  pod/anetd-k92d5                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a"
kube-system                   54m         Warning   FailedMount                              pod/fluentbit-gke-5ccfh                                         MountVolume.SetUp failed for volume "fluentbit-metrics-collector-config-map-vol" : failed to sync configmap cache: timed out waiting for the condition
kube-system                   54m         Normal    Pulling                                  pod/pdcsi-node-xqks8                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0"
kube-system                   54m         Normal    Pulling                                  pod/gke-metrics-agent-4h9x4                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046"
kube-system                   54m         Normal    Pulling                                  pod/gke-metadata-server-hmrkc                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075"
kube-system                   54m         Normal    Pulled                                   pod/gke-metadata-server-hmrkc                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" in 128ms (128ms including waiting). Image size: 2798564 bytes.
kube-system                   54m         Normal    LeaderElection                           lease/pd-csi-storage-gke-io                                     1781766727744-1801-pd-csi-storage-gke-io became leader
kube-system                   54m         Normal    Pulled                                   pod/gke-metrics-agent-4h9x4                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" in 667ms (708ms including waiting). Image size: 2799208 bytes.
kube-system                   54m         Warning   Failed                                   pod/fluentbit-gke-5ccfh                                         Error: services have not yet been read at least once, cannot construct envvars
kube-system                   54m         Normal    Pulled                                   pod/netd-xhxxr                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7" in 171ms (171ms including waiting). Image size: 15410579 bytes.
kube-system                   54m         Warning   Failed                                   pod/netd-xhxxr                                                  Error: services have not yet been read at least once, cannot construct envvars
kube-system                   54m         Warning   Failed                                   pod/gke-metadata-server-hmrkc                                   Error: services have not yet been read at least once, cannot construct envvars
kube-system                   54m         Warning   Failed                                   pod/anetd-k92d5                                                 Error: services have not yet been read at least once, cannot construct envvars
kube-system                   54m         Warning   Failed                                   pod/gke-metrics-agent-4h9x4                                     Error: services have not yet been read at least once, cannot construct envvars
default                       54m         Normal    RegisteredNode                           node/gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6         Node gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6 event: Registered Node gke-gke-a3h-spot-dc0273-default-pool-c6df61cd-2lz6 in Controller
kube-system                   54m         Normal    LeaderElection                           lease/external-snapshotter-leader-pd-csi-storage-gke-io         gke-2f1370df39c84153b963-9a43-f327-vm became leader
gmp-system                    54m         Warning   FailedMount                              pod/collector-mtjkj                                             MountVolume.SetUp failed for volume "kube-api-access-pnkms" : object "gmp-system"/"kube-root-ca.crt" not registered
kube-system                   54m         Normal    Created                                  pod/pdcsi-node-xqks8                                            Created container: gce-pd-driver
kube-system                   54m         Normal    Pulled                                   pod/pdcsi-node-xqks8                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0" in 7.765s (7.886s including waiting). Image size: 123717243 bytes.
kube-system                   54m         Normal    Started                                  pod/pdcsi-node-xqks8                                            Started container gce-pd-driver
kube-system                   54m         Normal    Pulling                                  pod/pdcsi-node-xqks8                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1"
kube-system                   54m         Normal    Pulled                                   pod/pdcsi-node-xqks8                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1" in 1.022s (1.022s including waiting). Image size: 11762646 bytes.
kube-system                   54m         Normal    Created                                  pod/anetd-k92d5                                                 Created container: cni-writer
kube-system                   54m         Normal    Started                                  pod/anetd-k92d5                                                 Started container cni-writer
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/anetd-k92d5                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49"
kube-system                   54m         Normal    Started                                  pod/anetd-k92d5                                                 Started container install-cni-binaries
kube-system                   54m         Normal    Created                                  pod/anetd-k92d5                                                 Created container: install-cni-binaries
gmp-system                    54m         Warning   NetworkNotReady                          pod/collector-mtjkj                                             network is not ready: container runtime network not ready: NetworkReady=false reason:NetworkPluginNotReady message:Network plugin returns error: cni plugin not initialized
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" in 80ms (80ms including waiting). Image size: 193382719 bytes.
kube-system                   54m         Normal    Pulling                                  pod/gke-metadata-server-rp8n8                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075"
kube-system                   54m         Normal    Started                                  pod/gke-metadata-server-hmrkc                                   Started container token-broker-adc-init
gmp-system                    54m         Warning   FailedMount                              pod/collector-mtjkj                                             MountVolume.SetUp failed for volume "config" : object "gmp-system"/"collector" not registered
gmp-system                    54m         Warning   FailedMount                              pod/collector-mtjkj                                             MountVolume.SetUp failed for volume "collection-secret" : object "gmp-system"/"collection" not registered
kube-system                   54m         Normal    Pulled                                   pod/gke-metadata-server-hmrkc                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   54m         Normal    Created                                  pod/gke-metadata-server-hmrkc                                   Created container: token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/fluentbit-gke-d6k69                                         Created container: token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/netd-xhxxr                                                  Created container: install-cni
kube-system                   54m         Normal    Pulled                                   pod/gke-metadata-server-rp8n8                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" in 123ms (123ms including waiting). Image size: 2798564 bytes.
kube-system                   54m         Normal    Pulling                                  pod/netd-4hkpj                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7"
kube-system                   54m         Normal    Created                                  pod/fluentbit-gke-5ccfh                                         Created container: token-broker-adc-init
kube-system                   54m         Normal    Pulled                                   pod/fluentbit-gke-5ccfh                                         Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/pdcsi-node-zs69m                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0"
kube-system                   54m         Normal    Pulling                                  pod/gke-metadata-server-hmrkc                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f"
kube-system                   54m         Normal    Started                                  pod/gke-metadata-server-rp8n8                                   Started container token-broker-adc-init
kube-system                   54m         Normal    Pulled                                   pod/anetd-k92d5                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/gke-metrics-agent-p98w9                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046"
kube-system                   54m         Normal    Created                                  pod/anetd-k92d5                                                 Created container: clean-cilium-state
kube-system                   54m         Normal    Pulled                                   pod/fluentbit-gke-d6k69                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" in 111ms (190ms including waiting). Image size: 2798564 bytes.
kube-system                   54m         Normal    Pulled                                   pod/netd-xhxxr                                                  Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7" already present on machine
kube-system                   54m         Normal    Pulling                                  pod/fluentbit-gke-d6k69                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075"
kube-system                   54m         Normal    Pulling                                  pod/anetd-lclx5                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.20-gke.12@sha256:c9b8171ff644a62711702e3eac3bf30fa7963f9e566aa85f3cdb147b7951984a"
kube-system                   54m         Normal    Started                                  pod/anetd-k92d5                                                 Started container clean-cilium-state
kube-system                   54m         Normal    Created                                  pod/gke-metadata-server-rp8n8                                   Created container: token-broker-adc-init
kube-system                   54m         Normal    Started                                  pod/fluentbit-gke-d6k69                                         Started container token-broker-adc-init
kube-system                   54m         Normal    Pulled                                   pod/gke-metrics-agent-4h9x4                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" already present on machine
kube-system                   54m         Normal    Created                                  pod/anetd-k92d5                                                 Created container: token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/anetd-lclx5                                                 Created container: cni-writer
kube-system                   54m         Normal    Started                                  pod/fluentbit-gke-5ccfh                                         Started container token-broker-adc-init
kube-system                   54m         Normal    Created                                  pod/gke-metrics-agent-p98w9                                     Created container: token-broker-adc-init
kube-system                   54m         Normal    Pulling                                  pod/gke-metadata-server-rp8n8                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f"
