Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
kube-system                   46m         Normal    ScalingReplicaSet                        deployment/kube-dns                                             Scaled up replica set kube-dns-859ff5b767 from 1 to 2
kube-system                   46m         Normal    SuccessfulCreate                         daemonset/pdcsi-node                                            Created pod: pdcsi-node-56zk7
kube-system                   46m         Normal    Pulling                                  pod/netd-zfb44                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7"
kube-system                   46m         Normal    Pulling                                  pod/nccl-tcpx-installer-th626                                   Pulling image "us-docker.pkg.dev/gce-ai-infra/gpudirect-tcpx/nccl-plugin-gpudirecttcpx-dev:v3.1.9"
kube-system                   46m         Normal    Created                                  pod/anetd-prpff                                                 Created container: install-cni-binaries
default                       46m         Warning   ContainerdStart                          node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Starting containerd.service...
kube-system                   46m         Normal    Pulled                                   pod/gke-metadata-server-mvdlb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container install-cni-binaries
default                       46m         Warning   KubeletStart                             node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Started kubelet.service.
kube-system                   46m         Normal    SuccessfulCreate                         daemonset/device-injector                                       Created pod: device-injector-w6qx4
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: install-cni-binaries
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-lk4jc                                     Started container token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-lk4jc                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" in 303ms (2.181s including waiting). Image size: 2799208 bytes.
kube-system                   46m         Normal    Created                                  pod/gke-metadata-server-mvdlb                                   Created container: token-broker-adc-init
kube-system                   46m         Normal    Started                                  pod/gke-metadata-server-mvdlb                                   Started container token-broker-adc-init
kube-system                   46m         Normal    Pulling                                  pod/gke-metadata-server-mvdlb                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f"
kube-system                   46m         Normal    Pulling                                  pod/gke-metrics-agent-x225v                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6"
kube-system                   46m         Normal    Pulling                                  pod/pdcsi-node-56zk7                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0"
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-x225v                                     Started container token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-x225v                                     Created container: token-broker-adc-init
kube-system                   46m         Normal    Started                                  pod/anetd-prpff                                                 Started container install-cni-binaries
kube-system                   46m         Normal    Pulled                                   pod/netd-xdcq9                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.4-gke.29@sha256:d828ba25ad31aef58b0232e21a3e8ef36ac214be86cbf0fc74762cc57b5bafe7" in 49ms (1.98s including waiting). Image size: 15410579 bytes.
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-x225v                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250408.00_p0@sha256:37e96e6fdb960fd60b14599e4aca02f4c4e46dac9700f27500e06f9442ab1046" in 240ms (240ms including waiting). Image size: 2799208 bytes.
kube-system                   46m         Normal    SuccessfulCreate                         replicaset/kube-dns-859ff5b767                                  Created pod: kube-dns-859ff5b767-nqhdb
kube-system                   46m         Normal    Pulling                                  pod/device-injector-w6qx4                                       Pulling image "gcr.io/gke-release/nri-device-injector@sha256:6e79483d52abdc28454bf186320b10a56b0f117a10e8d65d5c74dbb821a76970"
kube-system                   46m         Normal    Started                                  pod/netd-xdcq9                                                  Started container install-cni
kube-system                   46m         Normal    Pulled                                   pod/netd-zfb44                                                  Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
default                       46m         Warning   NodeRegistrationCheckerStart             node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Thu Jun 18 07:20:48 UTC 2026 - ** Starting Node Registration Checker **
kube-system                   46m         Normal    Pulled                                   pod/nvidia-gpu-device-plugin-large-cos-hppzm                    Container image "cos-nvidia-installer:fixed" already present on machine
kube-system                   46m         Normal    Pulled                                   pod/pdcsi-node-jwsh4                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0" in 2.038s (2.038s including waiting). Image size: 123717243 bytes.
default                       46m         Warning   NodeSysctlChange                         node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Node condition SysctlChanged is now: True, reason: NodeSysctlChange, message: "{\"managed\": {\"net.ipv4.tcp_rmem\": \"4096 87380 16777216\", \"net.ipv4.tcp_wmem\": \"4096 16384 16777216\"}}"
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" in 37ms (38ms including waiting). Image size: 193382719 bytes.
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" in 34ms (2.021s including waiting). Image size: 193382719 bytes.
kube-system                   46m         Normal    Created                                  pod/netd-xdcq9                                                  Created container: install-cni
default                       46m         Warning   DockerStart                              node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Starting docker.service...
kube-system                   46m         Normal    Created                                  pod/pdcsi-node-jwsh4                                            Created container: gce-pd-driver
kube-system                   46m         Normal    Started                                  pod/pdcsi-node-jwsh4                                            Started container gce-pd-driver
kube-system                   46m         Normal    Pulling                                  pod/pdcsi-node-jwsh4                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1"
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-lk4jc                                     Created container: token-broker-adc-init
kube-system                   46m         Normal    Pulling                                  pod/fluentbit-gke-6dggx                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   46m         Normal    Created                                  pod/netd-xdcq9                                                  Created container: token-broker-adc-init
kube-system                   46m         Normal    Created                                  pod/fluentbit-gke-zw2tc                                         Created container: fluentbit-gke-init
kube-system                   46m         Normal    Pulled                                   pod/fluentbit-gke-zw2tc                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 375ms (1.74s including waiting). Image size: 18853001 bytes.
kube-system                   46m         Normal    Pulled                                   pod/gke-metadata-server-bzk56                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f" in 655ms (2.394s including waiting). Image size: 45070833 bytes.
kube-system                   46m         Normal    Started                                  pod/netd-xdcq9                                                  Started container token-broker-adc-init
kube-system                   46m         Normal    Started                                  pod/fluentbit-gke-zw2tc                                         Started container fluentbit-gke-init
kube-system                   46m         Normal    Started                                  pod/netd-zfb44                                                  Started container token-broker-adc-init
kube-system                   46m         Normal    Created                                  pod/netd-zfb44                                                  Created container: token-broker-adc-init
kube-system                   46m         Normal    Pulling                                  pod/fluentbit-gke-zw2tc                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v1.8.1200-gke.1010@sha256:36d081adc929ba666939a58c7b4f5c97219e4f95a4dc4c531f4b1e892901fb0c"
kube-system                   46m         Normal    Created                                  pod/nvidia-gpu-device-plugin-large-cos-hppzm                    Created container: nvidia-driver-installer
kube-system                   46m         Normal    Created                                  pod/gke-metadata-server-bzk56                                   Created container: gke-metadata-server
kube-system                   46m         Normal    Started                                  pod/nvidia-gpu-device-plugin-large-cos-hppzm                    Started container nvidia-driver-installer
kube-system                   46m         Normal    Started                                  pod/gke-metadata-server-bzk56                                   Started container gke-metadata-server
kube-system                   46m         Normal    Pulled                                   pod/netd-xdcq9                                                  Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   46m         Normal    Created                                  pod/anetd-prpff                                                 Created container: clean-cilium-state
kube-system                   46m         Normal    Started                                  pod/anetd-prpff                                                 Started container clean-cilium-state
kube-system                   46m         Normal    Pulling                                  pod/gke-metrics-agent-lk4jc                                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6"
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container clean-cilium-state
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: clean-cilium-state
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   46m         Normal    Started                                  pod/gke-metadata-server-mvdlb                                   Started container gke-metadata-server
kube-system                   46m         Normal    Started                                  pod/anetd-prpff                                                 Started container token-broker-adc-init
kube-system                   46m         Normal    Created                                  pod/anetd-prpff                                                 Created container: token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   46m         Normal    Started                                  pod/pdcsi-node-jwsh4                                            Started container csi-driver-registrar
kube-system                   46m         Normal    Created                                  pod/pdcsi-node-jwsh4                                            Created container: csi-driver-registrar
kube-system                   46m         Normal    Pulled                                   pod/pdcsi-node-jwsh4                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1" in 339ms (1.652s including waiting). Image size: 11762646 bytes.
kube-system                   46m         Normal    Pulling                                  pod/netd-xdcq9                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29"
kube-system                   46m         Normal    Started                                  pod/kube-dns-859ff5b767-nqhdb                                   Started container token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/pdcsi-node-56zk7                                            Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.20.4-gke.9@sha256:26a477f4b9c8183bd24715294eb7e9a7dd8f906550b0fc2c77679a6514fb20f0" in 2.064s (2.064s including waiting). Image size: 123717243 bytes.
kube-system                   46m         Normal    Created                                  pod/pdcsi-node-56zk7                                            Created container: gce-pd-driver
kube-system                   46m         Normal    Created                                  pod/kube-dns-859ff5b767-nqhdb                                   Created container: token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/kube-dns-859ff5b767-nqhdb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260401.00_p0@sha256:9b740ade8d43e896d54775eaec997bdf218a198eaabf0fb872de4d9636bd367b" already present on machine
kube-system                   46m         Normal    Pulling                                  pod/netd-zfb44                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29"
kube-system                   46m         Normal    Started                                  pod/pdcsi-node-56zk7                                            Started container gce-pd-driver
kube-system                   46m         Normal    Pulling                                  pod/pdcsi-node-56zk7                                            Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.9.4-gke.73@sha256:2bb141dd7d1266b655d989f8671135499bb1a7bfcc234ee5884c8d0ad53dd3e1"
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container token-broker-adc-init
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: token-broker-adc-init
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kube-system                   46m         Normal    Created                                  pod/gke-metadata-server-mvdlb                                   Created container: gke-metadata-server
kube-system                   46m         Normal    Pulled                                   pod/gke-metadata-server-mvdlb                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20250617.00_p0@sha256:b136c75032e99c2923ff088abeed425a0098a00f0a73f66afce7f3267d00652f" in 643ms (1.863s including waiting). Image size: 45070833 bytes.
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: cilium-agent
kube-system                   46m         Normal    Started                                  pod/fluentbit-gke-zw2tc                                         Started container fluentbit
kube-system                   46m         Normal    Created                                  pod/fluentbit-gke-6dggx                                         Created container: fluentbit-gke-init
kube-system                   46m         Normal    Started                                  pod/fluentbit-gke-6dggx                                         Started container fluentbit-gke-init
kube-system                   46m         Normal    Pulled                                   pod/netd-xdcq9                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29" in 34ms (1.347s including waiting). Image size: 25392163 bytes.
kube-system                   46m         Normal    Pulling                                  pod/netd-xdcq9                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250512_2300_RC0@sha256:ad81886895944477ad09efb8bf41fe8e3258c3d42efa1c9c49482d65c2ecd3fa"
kube-system                   46m         Normal    Pulled                                   pod/fluentbit-gke-zw2tc                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v1.8.1200-gke.1010@sha256:36d081adc929ba666939a58c7b4f5c97219e4f95a4dc4c531f4b1e892901fb0c" in 1.559s (2.285s including waiting). Image size: 94023245 bytes.
kube-system                   46m         Normal    Created                                  pod/fluentbit-gke-zw2tc                                         Created container: fluentbit
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-x225v                                     Created container: gke-metrics-agent
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-x225v                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" in 629ms (2.9s including waiting). Image size: 31969661 bytes.
kube-system                   46m         Normal    Pulling                                  pod/fluentbit-gke-zw2tc                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   46m         Normal    Pulled                                   pod/netd-zfb44                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.4-gke.29@sha256:cec84c9c595e5a9cfeff2fd5770755a84994f7aff0283773443f638ed3627d29" in 32ms (1.924s including waiting). Image size: 25392163 bytes.
kube-system                   46m         Normal    Started                                  pod/device-injector-xwpfm                                       Started container device-injector
kube-system                   46m         Normal    Created                                  pod/device-injector-xwpfm                                       Created container: device-injector
kube-system                   46m         Normal    Pulled                                   pod/device-injector-xwpfm                                       Successfully pulled image "gcr.io/gke-release/nri-device-injector@sha256:6e79483d52abdc28454bf186320b10a56b0f117a10e8d65d5c74dbb821a76970" in 5.355s (5.355s including waiting). Image size: 28227657 bytes.
kube-system                   46m         Normal    Pulling                                  pod/anetd-prpff                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container cilium-agent
kube-system                   46m         Normal    Pulling                                  pod/anetd-hcwtd                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 33ms (230ms including waiting). Image size: 25459396 bytes.
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: cilium-agent-metrics-collector
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container cilium-agent-metrics-collector
kube-system                   46m         Normal    Pulling                                  pod/anetd-hcwtd                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a"
default                       46m         Normal    RegisteredNode                           node/gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9        Node gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9 event: Registered Node gke-gke-a3h-spot-dc0-a3-highgpu-8g-a3-20ebc161-lkz9 in Controller
kube-system                   46m         Normal    Pulled                                   pod/fluentbit-gke-6dggx                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 414ms (2.274s including waiting). Image size: 18853001 bytes.
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.16.10-gke1.33-gke.64@sha256:45cba99224be7498706903ffc7226cfa771d11ae293c1cad07ba2440c56fcd49" already present on machine
kube-system                   46m         Normal    Created                                  pod/anetd-prpff                                                 Created container: cilium-agent
kube-system                   46m         Normal    Started                                  pod/anetd-prpff                                                 Started container cilium-agent
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-lk4jc                                     Created container: prometheus-metrics-collector
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-x225v                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" already present on machine
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-lk4jc                                     Created container: gke-metrics-agent
kube-system                   46m         Normal    Pulling                                  pod/netd-xdcq9                                                  Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59"
kube-system                   46m         Normal    Created                                  pod/netd-xdcq9                                                  Created container: netd-metrics-collector
kube-system                   46m         Normal    Created                                  pod/kube-dns-859ff5b767-nqhdb                                   Created container: kubedns-metrics-collector
kube-system                   46m         Normal    Created                                  pod/netd-xdcq9                                                  Created container: route-manager
kube-system                   46m         Normal    Created                                  pod/anetd-prpff                                                 Created container: cilium-agent-metrics-collector
kube-system                   46m         Normal    Started                                  pod/anetd-prpff                                                 Started container cilium-agent-metrics-collector
kube-system                   46m         Normal    Started                                  pod/netd-xdcq9                                                  Started container route-manager
kube-system                   46m         Normal    Pulling                                  pod/anetd-prpff                                                 Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a"
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-lk4jc                                     Started container gke-metrics-agent
kube-system                   46m         Normal    Pulled                                   pod/kube-dns-859ff5b767-nqhdb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260401_2300_RC0@sha256:258912d769fd027c80bd086f5a4a6389520b698f9c851bfb4737b2ba97b19b23" already present on machine
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-lk4jc                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" already present on machine
kube-system                   46m         Normal    Started                                  pod/anetd-hcwtd                                                 Started container multinet-hc-routes
kube-system                   46m         Normal    Started                                  pod/kube-dns-859ff5b767-nqhdb                                   Started container sidecar
kube-system                   46m         Normal    Created                                  pod/anetd-hcwtd                                                 Created container: multinet-hc-routes
kube-system                   46m         Normal    Pulled                                   pod/anetd-hcwtd                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/anthos-networking/anetd-sidecar:v2.13.58@sha256:456736b919a01b9b34db8d32e3b7d6393b1988113eea5a9329952fbbce71aa7a" in 41ms (485ms including waiting). Image size: 24056038 bytes.
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-lk4jc                                     Created container: core-metrics-exporter
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-lk4jc                                     Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.15.7-gke.0@sha256:7e35e18f6310862cc9a4a63ea864a8cf5b3fe0ff168ccbb06580b20244ffeec6" in 664ms (2.941s including waiting). Image size: 31969661 bytes.
kube-system                   46m         Normal    Created                                  pod/kube-dns-859ff5b767-nqhdb                                   Created container: sidecar
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-x225v                                     Created container: prometheus-metrics-collector
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-lk4jc                                     Started container core-metrics-exporter
kube-system                   46m         Normal    Pulled                                   pod/gke-metrics-agent-lk4jc                                     Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" already present on machine
kube-system                   46m         Normal    Started                                  pod/netd-xdcq9                                                  Started container netd-metrics-collector
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-x225v                                     Started container prometheus-metrics-collector
kube-system                   46m         Normal    Created                                  pod/gke-metrics-agent-x225v                                     Created container: core-metrics-exporter
kube-system                   46m         Normal    Pulled                                   pod/netd-xdcq9                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59" in 60ms (60ms including waiting). Image size: 3518374 bytes.
kube-system                   46m         Normal    Pulling                                  pod/fluentbit-gke-6dggx                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v1.8.1200-gke.1010@sha256:36d081adc929ba666939a58c7b4f5c97219e4f95a4dc4c531f4b1e892901fb0c"
kube-system                   46m         Normal    Pulled                                   pod/kube-dns-859ff5b767-nqhdb                                   Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.4-gke.16@sha256:662ac57b34a963af044e119e6d87c3b8e67ede1aaa8a502ae70d2ae0f05b29a3" already present on machine
kube-system                   46m         Normal    Pulled                                   pod/anetd-prpff                                                 Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 29ms (1.117s including waiting). Image size: 25459396 bytes.
kube-system                   46m         Normal    Started                                  pod/kube-dns-859ff5b767-nqhdb                                   Started container dnsmasq
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-x225v                                     Started container core-metrics-exporter
kube-system                   46m         Normal    Started                                  pod/pdcsi-node-56zk7                                            Started container csi-driver-registrar
kube-system                   46m         Normal    Created                                  pod/pdcsi-node-56zk7                                            Created container: csi-driver-registrar
kube-system                   46m         Normal    Started                                  pod/gke-metrics-agent-lk4jc                                     Started container prometheus-metrics-collector
kube-system                   46m         Normal    Pulled                                   pod/netd-xdcq9                                                  Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250512_2300_RC0@sha256:ad81886895944477ad09efb8bf41fe8e3258c3d42efa1c9c49482d65c2ecd3fa" in 32ms (516ms including waiting). Image size: 25147418 bytes.
