Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
kube-system                   11m         Normal    Pulled                         pod/netd-ftl7q                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulled                         pod/anetd-b6rqj                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.12@sha256:66a958718fe0a4365b6db7381d99f706b3ab82483997903c976a2481730b0b1b" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/anetd-b6rqj                                                 Container created
kube-system                   11m         Normal    Started                        pod/anetd-b6rqj                                                 Container started
kube-system                   11m         Normal    Pulled                         pod/anetd-b6rqj                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251009_2300_RC0@sha256:4c8e8cc4f739fc539e35c1581af031232d8885ee10f28484cb2085f5dfbb2b7d" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/anetd-b6rqj                                                 Container created
kube-system                   11m         Normal    Started                        pod/netd-ftl7q                                                  Container started
kube-system                   11m         Normal    Started                        pod/anetd-b6rqj                                                 Container started
kube-system                   11m         Warning   Failed                         pod/fluentbit-gke-nzgkw                                         Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Pulled                         pod/gke-metadata-server-q6zqq                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20260309.00_p0@sha256:2fd008f6a58022a2880e918c0f484e9f2680d55ef42176d43a3ba89efaa155ef" in 4.672s (4.673s including waiting). Image size: 46402277 bytes.
kube-system                   11m         Normal    Created                        pod/gke-metadata-server-q6zqq                                   Container created
kube-system                   11m         Normal    Started                        pod/gke-metadata-server-q6zqq                                   Container started
kube-system                   11m         Warning   Unhealthy                      pod/gke-metadata-server-q6zqq                                   Readiness probe failed: Get "http://127.0.0.1:989/healthz": dial tcp 127.0.0.1:989: connect: connection refused
kube-system                   11m         Normal    Created                        pod/netd-jbbx5                                                  Container created
kube-system                   11m         Normal    Pulling                        pod/gke-metadata-server-5wb2j                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251006.01_p0@sha256:9042573fdb0db543b09002011fd5231eb1b0799bc345f40bd39454deaef0f7ab"
kube-system                   11m         Normal    Started                        pod/netd-jbbx5                                                  Container started
kube-system                   11m         Normal    Pulled                         pod/anetd-jlvzq                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/anet/cni-writer:v0.1.40-gke.0@sha256:67f53cef809fb894cad4b99137539fe57f46a6a1e0346b1cd1f598fd92801093" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulled                         pod/netd-jbbx5                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/netd-init:v0.10.12-gke.8@sha256:035b66e2f6c307a04bc0a094b5194bdebb8e77ef6f1f7668021c37f0a4a425fa" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-8nlh6                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8"
kube-system                   11m         Normal    Created                        pod/anetd-jlvzq                                                 Container created
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-kg6sw                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8" in 651ms (652ms including waiting). Image size: 2929568 bytes.
kube-system                   11m         Normal    Pulling                        pod/gke-metrics-agent-kg6sw                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8"
kube-system                   11m         Normal    Started                        pod/anetd-jlvzq                                                 Container started
kube-system                   11m         Normal    Pulling                        pod/pdcsi-node-wslkv                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b"
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-kg6sw                                     Container created
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-8nlh6                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" in 649ms (650ms including waiting). Image size: 2927935 bytes.
kube-system                   11m         Normal    Pulled                         pod/anetd-jlvzq                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.12@sha256:66a958718fe0a4365b6db7381d99f706b3ab82483997903c976a2481730b0b1b" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-8nlh6                                         Container created
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-kg6sw                                     Container started
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-8nlh6                                         Container started
kube-system                   11m         Warning   Unhealthy                      pod/anetd-b6rqj                                                 Startup probe failed: Get "http://127.0.0.1:9879/healthz": dial tcp 127.0.0.1:9879: connect: connection refused
kube-system                   11m         Normal    Pulled                         pod/netd-jbbx5                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251007.00_p0@sha256:638afa0822ed4c4aad9ff9f8528667a9d04dd5e1c7b1c251e9344ca7dd4aad68" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-8nlh6                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   11m         Normal    Pulling                        pod/gke-metrics-agent-kg6sw                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01"
kube-system                   11m         Normal    Created                        pod/anetd-jlvzq                                                 Container created
kube-system                   11m         Normal    Pulling                        pod/kube-dns-84d47fbc64-tf279                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831"
kube-system                   11m         Normal    Pulled                         pod/gke-metadata-server-5wb2j                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251006.01_p0@sha256:9042573fdb0db543b09002011fd5231eb1b0799bc345f40bd39454deaef0f7ab" in 2.364s (2.831s including waiting). Image size: 2877654 bytes.
kube-system                   11m         Normal    Created                        pod/gke-metadata-server-5wb2j                                   Container created
kube-system                   11m         Normal    Started                        pod/anetd-jlvzq                                                 Container started
kube-system                   11m         Normal    Started                        pod/netd-jbbx5                                                  Container started
kube-system                   11m         Normal    Created                        pod/netd-jbbx5                                                  Container created
kube-system                   11m         Warning   Unhealthy                      pod/anetd-b6rqj                                                 Startup probe failed: HTTP probe failed with statuscode: 503
kube-system                   11m         Normal    Pulling                        pod/konnectivity-agent-autoscaler-567664cbff-g7v5q              Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e"
kube-system                   11m         Normal    Started                        pod/gke-metadata-server-5wb2j                                   Container started
kube-system                   11m         Normal    Created                        pod/netd-jbbx5                                                  Container created
kube-system                   11m         Warning   Failed                         pod/pdcsi-node-krstt                                            Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Started                        pod/anetd-jlvzq                                                 Container started
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-kg6sw                                     Container created
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-kg6sw                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" in 1.337s (2.024s including waiting). Image size: 31961855 bytes.
kube-system                   11m         Normal    Pulling                        pod/gke-metadata-server-5wb2j                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20260309.00_p0@sha256:2fd008f6a58022a2880e918c0f484e9f2680d55ef42176d43a3ba89efaa155ef"
kube-system                   11m         Normal    Pulled                         pod/netd-jbbx5                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/netd:v0.10.12-gke.8@sha256:1aa11b6015e9372313038cb82ae76e78efc7631fce3f4df177cb8b329df61f49" already present on machine and can be accessed by the pod
kube-system                   11m         Warning   Failed                         pod/pdcsi-node-krstt                                            Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Pulling                        pod/l7-default-backend-757c84897c-2c4cj                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/ingress-gce-404-server-with-metrics:v1.38.6@sha256:33ba5db7cd2975bf956b6e1b6e2e32f51be424c1e29abebd60d441510b409d62"
kube-system                   11m         Normal    Created                        pod/anetd-jlvzq                                                 Container created
kube-system                   11m         Warning   Failed                         pod/pdcsi-node-krstt                                            Error: services have not yet been read at least once, cannot construct envvars
gke-managed-cim               11m         Normal    Pulling                        pod/kube-state-metrics-0                                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0"
kube-system                   11m         Normal    Pulled                         pod/anetd-jlvzq                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251010.00_p0@sha256:3615589424e94c68f8cee5d50c27c5a8b1a1f50ab5dc175a14e8540db7c80e8e" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-kg6sw                                     Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" already present on machine and can be accessed by the pod
gmp-system                    11m         Warning   NetworkNotReady                pod/collector-xvntw                                             network is not ready: container runtime network not ready: NetworkReady=false reason:NetworkPluginNotReady message:Network plugin returns error: cni plugin not initialized
kube-system                   11m         Normal    Pulling                        pod/metrics-server-v1.35.1-6b788f8fd4-w2k2g                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.8.0-gke.20@sha256:8c67aaa15ed51ed2ad97d6c7de0778696e95218f80af728e35b4c1c4e5659ccb"
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-55msw                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" in 7.96s (12.521s including waiting). Image size: 31961855 bytes.
gmp-system                    11m         Normal    Pulling                        pod/gmp-operator-5859655959-4mvcz                               Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/operator:v0.18.0-gke.2@sha256:c1096249d080e6763d41980b25cf237fd04091ba86abe7075f1e36b33b6fc263"
kube-system                   11m         Normal    Pulled                         pod/netd-jbbx5                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251007_2300_RC0@sha256:0d590a9fb5339909d425b2eede28ac05cc76346092cbe82602c7618f047c25f0" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Started                        pod/netd-jbbx5                                                  Container started
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-kg6sw                                     Container started
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-kg6sw                                     Container started
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-55msw                                     Container started
kube-system                   11m         Normal    Pulling                        pod/kube-dns-autoscaler-5f7d65fcd5-lxf7w                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e"
kube-system                   11m         Normal    Pulling                        pod/gke-metrics-agent-kg6sw                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-55msw                                     Container created
kube-system                   11m         Normal    Pulled                         pod/event-exporter-gke-7765cfbfdf-szsbn                         Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251007.00_p0@sha256:638afa0822ed4c4aad9ff9f8528667a9d04dd5e1c7b1c251e9344ca7dd4aad68" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Container created
kube-system                   11m         Normal    Created                        pod/netd-jbbx5                                                  Container created
kube-system                   11m         Normal    Started                        pod/netd-jbbx5                                                  Container started
kube-system                   11m         Normal    Pulled                         pod/netd-jbbx5                                                  Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/route-manager:v0.1.3-gke.9@sha256:8317a1dab17bc255fec4ab0a126a01473f2c236cdd803b0ce34a37a675d70f59" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/netd-jbbx5                                                  Container created
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-kg6sw                                     Container created
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-55msw                                     Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-agent:1.16.1-gke.1@sha256:5f0830049d02cd37494d578f7b595a43cf4a5b5aaf1ac5fff4b9e3bcbe079a01" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Pulled                         pod/anetd-jlvzq                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cilium/cilium:v1.18.7-gke1.35-gke.12@sha256:66a958718fe0a4365b6db7381d99f706b3ab82483997903c976a2481730b0b1b" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/anetd-jlvzq                                                 Container created
kube-system                   11m         Normal    Started                        pod/anetd-jlvzq                                                 Container started
kube-system                   11m         Normal    Pulling                        pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-kqqxh    Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.2-gke.24@sha256:1d07b99750cfa777b55d7a66e73c4e4241dca6b215715478deb5793263a91527"
kube-system                   11m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   11m         Normal    Pulled                         pod/anetd-jlvzq                                                 Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20251009_2300_RC0@sha256:4c8e8cc4f739fc539e35c1581af031232d8885ee10f28484cb2085f5dfbb2b7d" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Started                        pod/netd-jbbx5                                                  Container started
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-55msw                                     Container created
kube-system                   11m         Warning   Failed                         pod/netd-vn596                                                  Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-8nlh6                                         Container created
gmp-system                    11m         Warning   FailedMount                    pod/collector-xvntw                                             MountVolume.SetUp failed for volume "config" : object "gmp-system"/"collector" not registered
kube-system                   11m         Normal    Started                        pod/anetd-jlvzq                                                 Container started
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-55msw                                     Container started
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-8nlh6                                         Container started
kube-system                   11m         Warning   Failed                         pod/gke-metrics-agent-6vzjh                                     Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Warning   Failed                         pod/gke-metadata-server-z5kdn                                   Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-8nlh6                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 2.837s (4.861s including waiting). Image size: 18853001 bytes.
kube-system                   11m         Normal    Created                        pod/anetd-jlvzq                                                 Container created
gmp-system                    11m         Warning   FailedMount                    pod/collector-xvntw                                             MountVolume.SetUp failed for volume "kube-api-access-dmmw6" : object "gmp-system"/"kube-root-ca.crt" not registered
kube-system                   11m         Normal    Pulling                        pod/gke-metrics-agent-55msw                                     Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5"
gmp-system                    11m         Warning   FailedMount                    pod/collector-xvntw                                             MountVolume.SetUp failed for volume "collection-secret" : object "gmp-system"/"collection" not registered
kube-system                   11m         Normal    Started                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Container started
kube-system                   11m         Warning   Failed                         pod/anetd-ps2xf                                                 Error: services have not yet been read at least once, cannot construct envvars
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-8nlh6                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-2jcfk                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 4.069s (15.43s including waiting). Image size: 18853001 bytes.
kube-system                   11m         Warning   Unhealthy                      pod/anetd-jlvzq                                                 Startup probe failed: Get "http://127.0.0.1:9879/healthz": dial tcp 127.0.0.1:9879: connect: connection refused
kube-system                   11m         Normal    Pulled                         pod/gke-metadata-server-5wb2j                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metadata-server:gke_metadata_server_20260309.00_p0@sha256:2fd008f6a58022a2880e918c0f484e9f2680d55ef42176d43a3ba89efaa155ef" in 2.523s (5.298s including waiting). Image size: 46402277 bytes.
kube-system                   11m         Normal    Created                        pod/gke-metadata-server-5wb2j                                   Container created
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-2jcfk                                         Container created
kube-system                   11m         Normal    Pulling                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/event-exporter:event-exporter-v0.5.12-gke.6@sha256:addfe2a01f6689538a009c9b4757dee9aedf66aa05bde92b63f04a42bb85f368"
kube-system                   11m         Normal    Started                        pod/gke-metadata-server-5wb2j                                   Container started
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-2jcfk                                         Container started
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-2jcfk                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   11m         Normal    Created                        pod/gke-metrics-agent-kg6sw                                     Container created
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-nzgkw                                         Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-nzgkw                                         Container started
kube-system                   11m         Normal    Pulled                         pod/gke-metrics-agent-kg6sw                                     Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 1.852s (5.495s including waiting). Image size: 25459396 bytes.
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-nzgkw                                         Container created
kube-system                   11m         Normal    Started                        pod/gke-metrics-agent-kg6sw                                     Container started
kube-system                   11m         Normal    Created                        pod/pdcsi-node-47thw                                            Container created
kube-system                   11m         Normal    Pulled                         pod/pdcsi-node-47thw                                            Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b" in 24.473s (24.473s including waiting). Image size: 124305689 bytes.
kube-system                   11m         Normal    Pulled                         pod/konnectivity-agent-autoscaler-567664cbff-g7v5q              Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e" in 2.706s (9.059s including waiting). Image size: 14214756 bytes.
kube-system                   11m         Normal    Created                        pod/konnectivity-agent-autoscaler-567664cbff-g7v5q              Container created
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-nzgkw                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983"
kube-system                   11m         Normal    Started                        pod/fluentbit-gke-nzgkw                                         Container started
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-nzgkw                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260323.00_p0@sha256:444559d524429bdc68860ebb6f02121dc75de1d2722c84753c629b411dbec983" in 805ms (805ms including waiting). Image size: 18853001 bytes.
gke-managed-cim               11m         Normal    Created                        pod/kube-state-metrics-0                                        Container created
gke-managed-cim               11m         Normal    Pulled                         pod/kube-state-metrics-0                                        Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251023.00_p0@sha256:a7cb98da2747fc1e6cbce7c773fe9214fac03712b305ea6c0370392136b796a0" in 967ms (9.227s including waiting). Image size: 2955257 bytes.
kube-system                   11m         Normal    Pulled                         pod/pdcsi-node-wslkv                                            Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b" in 12.603s (13.053s including waiting). Image size: 124305689 bytes.
kube-system                   11m         Normal    Created                        pod/pdcsi-node-wslkv                                            Container created
kube-system                   11m         Normal    Started                        pod/pdcsi-node-wslkv                                            Container started
kube-system                   11m         Normal    Pulling                        pod/pdcsi-node-wslkv                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   11m         Normal    Started                        pod/pdcsi-node-47thw                                            Container started
kube-system                   11m         Normal    Pulling                        pod/pdcsi-node-47thw                                            Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   11m         Normal    Pulled                         pod/kube-dns-84d47fbc64-tf279                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831" in 1.167s (9.922s including waiting). Image size: 3374190 bytes.
kube-system                   11m         Normal    Created                        pod/kube-dns-84d47fbc64-tf279                                   Container created
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-nzgkw                                         Container created
kube-system                   11m         Normal    Started                        pod/konnectivity-agent-autoscaler-567664cbff-g7v5q              Container started
gke-managed-cim               11m         Normal    Started                        pod/kube-state-metrics-0                                        Container started
gmp-system                    11m         Warning   FailedMount                    pod/rule-evaluator-85bdc96bcf-9dp24                             MountVolume.SetUp failed for volume "rules" : configmap "rules-generated" not found
kube-system                   11m         Normal    Pulling                        pod/fluentbit-gke-nzgkw                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45"
kube-system                   11m         Normal    Started                        pod/kube-dns-84d47fbc64-tf279                                   Container started
kube-system                   11m         Normal    Created                        pod/fluentbit-gke-8nlh6                                         Container created
kube-system                   11m         Normal    Pulled                         pod/pdcsi-node-wslkv                                            Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 1.941s (1.941s including waiting). Image size: 25809711 bytes.
kube-system                   11m         Normal    Created                        pod/pdcsi-node-wslkv                                            Container created
kube-system                   11m         Normal    Started                        pod/pdcsi-node-krstt                                            Container started
kube-system                   11m         Normal    Started                        pod/pdcsi-node-krstt                                            Container started
kube-system                   11m         Normal    Pulled                         pod/fluentbit-gke-8nlh6                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit:v0.0.422-gke.2@sha256:4b5df304074c9f2842f16ef4869c0ec253c2d91d6478e5aa42d2f8dce9146b45" in 3.3s (6.353s including waiting). Image size: 66344763 bytes.
kube-system                   11m         Normal    Pulled                         pod/pdcsi-node-krstt                                            Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.10@sha256:b183a499a628a5ea60b4e7568a8a0b8242d6c9727f66d42ada8315c268e87e6b" already present on machine and can be accessed by the pod
kube-system                   11m         Normal    Created                        pod/pdcsi-node-krstt                                            Container created
kube-system                   11m         Normal    Pulled                         pod/l7-default-backend-757c84897c-2c4cj                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/ingress-gce-404-server-with-metrics:v1.38.6@sha256:33ba5db7cd2975bf956b6e1b6e2e32f51be424c1e29abebd60d441510b409d62" in 1.561s (10.643s including waiting). Image size: 7595912 bytes.
