Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-v2xxz                                   Container started
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-v2xxz                                   Container created
gmp-system                    10m         Normal    SuccessfulDelete               replicaset/rule-evaluator-85bdc96bcf                            Deleted pod: rule-evaluator-85bdc96bcf-9dp24
gmp-system                    10m         Warning   FailedMount                    pod/alertmanager-0                                              MountVolume.SetUp failed for volume "config" : secret "alertmanager" not found
gmp-system                    10m         Warning   FailedMount                    pod/rule-evaluator-85bdc96bcf-9dp24                             MountVolume.SetUp failed for volume "config" : configmap "rule-evaluator" not found
gmp-system                    10m         Warning   FailedMount                    pod/rule-evaluator-85bdc96bcf-9dp24                             MountVolume.SetUp failed for volume "rules-secret" : secret "rules" not found
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-v2xxz                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831" in 326ms (326ms including waiting). Image size: 3374190 bytes.
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-v2xxz                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260412.00_p0@sha256:10a31e4c4338b37a10dbf4dfeaabd58a95b711e59abb740de628c32748184831"
kube-system                   10m         Normal    Started                        pod/fluentbit-gke-2jcfk                                         Container started
kube-system                   10m         Normal    Pulling                        pod/fluentbit-gke-2jcfk                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-tf279                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd" in 4.256s (16.424s including waiting). Image size: 30596335 bytes.
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-tf279                                   Container created
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-v2xxz                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd"
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-tf279                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a"
gke-managed-cim               10m         Normal    Created                        pod/kube-state-metrics-0                                        Container created
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-tf279                                   Container started
gke-managed-cim               10m         Normal    Pulled                         pod/kube-state-metrics-0                                        Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/kube-state-metrics:v2.14.0-gke.51@sha256:a346b3c4a95bf91641ed3facf8957fbb98823f92916d1cca356ad5c021cb1a4e" in 3.201s (17.383s including waiting). Image size: 15876892 bytes.
kube-system                   10m         Normal    ScalingReplicaSet              deployment/konnectivity-agent                                   Scaled up replica set konnectivity-agent-bcb8d5868 from 1 to 3
gke-managed-cim               10m         Normal    Started                        pod/kube-state-metrics-0                                        Container started
gmp-system                    10m         Normal    Pulling                        pod/collector-xvntw                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da"
gke-managed-cim               10m         Normal    Pulling                        pod/kube-state-metrics-0                                        Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260113_2300_RC0@sha256:5eb81dc265af031294a413a32fde1b59d5b8480e3f131a09b5a1059294aefd99"
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-v2xxz                                   Container started
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-mxc8n
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-v2xxz                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a"
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-v2xxz                                   Container created
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-p7bkd
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-v2xxz                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-kube-dns:1.26.8-gke.3@sha256:e349d527bdfe0dfd02c26b38a94311415839ea30f48ca837d08ba5d9383f77cd" in 1.29s (1.291s including waiting). Image size: 30596335 bytes.
gmp-system                    10m         Normal    Created                        pod/collector-xvntw                                             Container created
gmp-system                    10m         Normal    Started                        pod/collector-xvntw                                             Container started
gmp-system                    10m         Normal    Pulled                         pod/collector-xvntw                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da" in 512ms (512ms including waiting). Image size: 19051189 bytes.
gmp-system                    10m         Normal    Pulling                        pod/collector-c9f7g                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da"
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-gz8x4                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c" in 4.133s (15.255s including waiting). Image size: 29880226 bytes.
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-v2xxz                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a" in 1.756s (1.756s including waiting). Image size: 33471642 bytes.
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-v2xxz                                   Container created
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Container created
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-v2xxz                                   Container started
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-v2xxz                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.8-gke.3@sha256:58eed94278e7b43ad2f4c302fd7457e4b5429e1296854d75c75ad45646e259d0"
gmp-system                    10m         Normal    Pulled                         pod/collector-c9f7g                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260207.00_p0@sha256:002b4b70bf122aaed02d9ba7158a5ce8424a5cc4342cc304ab6c254943f6a5da" in 224ms (224ms including waiting). Image size: 19051189 bytes.
gmp-system                    10m         Normal    Pulling                        pod/collector-xvntw                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-v2xxz                                   Container created
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-v2xxz                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.8-gke.3@sha256:58eed94278e7b43ad2f4c302fd7457e4b5429e1296854d75c75ad45646e259d0" in 1.094s (1.094s including waiting). Image size: 27137227 bytes.
kube-system                   10m         Normal    Pulled                         pod/event-exporter-gke-7765cfbfdf-szsbn                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-to-sd:v0.12.4-gke.12@sha256:4ab422d9f7e9acffe18a43fc3ce910d37e04c38bf257437fdc09cbf33f3d7874" in 4.142s (10.161s including waiting). Image size: 37007666 bytes.
gmp-system                    10m         Normal    Pulled                         pod/collector-xvntw                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 469ms (469ms including waiting). Image size: 2887395 bytes.
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container created
gmp-system                    10m         Normal    Created                        pod/collector-xvntw                                             Container created
gmp-system                    10m         Normal    Started                        pod/collector-xvntw                                             Container started
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Container started
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-mxc8n                          Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" already present on machine and can be accessed by the pod
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976"
gmp-system                    10m         Normal    Started                        pod/collector-c9f7g                                             Container started
gmp-system                    10m         Normal    Created                        pod/collector-c9f7g                                             Container created
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container started
kube-system                   10m         Normal    Created                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Container created
kube-system                   10m         Normal    Pulled                         pod/pdcsi-node-47thw                                            Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.26@sha256:f63211217e586411ba3703c247c1ef89154e5f86e8cbb2d44846d59d9de049a1" in 2.298s (9.12s including waiting). Image size: 14444722 bytes.
kube-system                   10m         Normal    Started                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Container started
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container created
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-p7bkd                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" in 1.238s (1.238s including waiting). Image size: 2887395 bytes.
gmp-system                    10m         Normal    Pulled                         pod/collector-c9f7g                                             Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251019.00_p0@sha256:2e1549e4692726aecc70364a1d6700cf276db2d9b4da90179284ca8de168c976" already present on machine and can be accessed by the pod
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-v2xxz                                   Container created
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-v2xxz                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 876ms (876ms including waiting). Image size: 26315860 bytes.
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-v2xxz                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2"
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-v2xxz                                   Container started
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container started
kube-system                   10m         Normal    Started                        pod/pdcsi-node-47thw                                            Container started
gmp-system                    10m         Normal    Started                        pod/collector-c9f7g                                             Container started
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-v2xxz                                   Container started
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c"
kube-system                   10m         Normal    Created                        pod/pdcsi-node-47thw                                            Container created
gmp-system                    10m         Normal    Created                        pod/collector-c9f7g                                             Container created
gmp-system                    10m         Normal    Pulling                        pod/collector-xvntw                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.4-gke.0@sha256:6f349dc0be36c8a61be183254f1126c9935f5332daa96c481f7e0e1b20fe0513"
gmp-system                    10m         Normal    Killing                        pod/gmp-operator-5859655959-4mvcz                               Stopping container operator
kube-system                   10m         Normal    Killing                        pod/metrics-server-v1.35.1-74dbffb876-dqvpb                     Stopping container metrics-server
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c"
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-5zjn2
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-wctd9
kube-system                   10m         Normal    Killing                        pod/antrea-controller-horizontal-autoscaler-64c5ff5cd9-kqqxh    Stopping container autoscaler
gmp-system                    10m         Normal    SuccessfulCreate               replicaset/gmp-operator-5859655959                              Created pod: gmp-operator-5859655959-sx5vg
kube-system                   10m         Normal    SuccessfulCreate               replicaset/kube-dns-84d47fbc64                                  Created pod: kube-dns-84d47fbc64-2x8qc
gmp-system                    10m         Normal    Pulling                        pod/collector-c9f7g                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.4-gke.0@sha256:6f349dc0be36c8a61be183254f1126c9935f5332daa96c481f7e0e1b20fe0513"
kube-system                   10m         Normal    SuccessfulCreate               replicaset/kube-dns-84d47fbc64                                  Created pod: kube-dns-84d47fbc64-6vw92
kube-system                   10m         Normal    Killing                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Stopping container prometheus-to-sd-exporter
kube-system                   10m         Normal    Killing                        pod/metrics-server-v1.35.1-6b788f8fd4-w2k2g                     Stopping container metrics-server
kube-system                   10m         Normal    SuccessfulCreate               replicaset/metrics-server-v1.35.1-74dbffb876                    Created pod: metrics-server-v1.35.1-74dbffb876-4d6rs
kube-system                   10m         Normal    SuccessfulCreate               replicaset/metrics-server-v1.35.1-6b788f8fd4                    Created pod: metrics-server-v1.35.1-6b788f8fd4-wx2m9
kube-system                   10m         Normal    SuccessfulCreate               replicaset/antrea-controller-horizontal-autoscaler-64c5ff5cd9   Created pod: antrea-controller-horizontal-autoscaler-64c5ff5cd9-7c5m4
kube-system                   10m         Normal    Killing                        pod/l7-default-backend-757c84897c-2c4cj                         Stopping container default-http-backend
kube-system                   10m         Normal    SuccessfulCreate               replicaset/kube-dns-autoscaler-5f7d65fcd5                       Created pod: kube-dns-autoscaler-5f7d65fcd5-ffv5t
kube-system                   10m         Normal    SuccessfulCreate               replicaset/l7-default-backend-757c84897c                        Created pod: l7-default-backend-757c84897c-mmjcb
kube-system                   10m         Normal    Killing                        pod/event-exporter-gke-7765cfbfdf-szsbn                         Stopping container event-exporter
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-fc69p
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-autoscaler-567664cbff-g7v5q              Stopping container autoscaler
kube-system                   10m         Normal    Killing                        pod/kube-dns-autoscaler-5f7d65fcd5-lxf7w                        Stopping container autoscaler
kube-system                   10m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-autoscaler-567664cbff             Created pod: konnectivity-agent-autoscaler-567664cbff-j6vgl
kube-system                   10m         Normal    SuccessfulCreate               replicaset/event-exporter-gke-7765cfbfdf                        Created pod: event-exporter-gke-7765cfbfdf-sjxl4
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-v2xxz                                   Stopping container sidecar
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container created
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container started
kube-system                   10m         Normal    Pulling                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-v2xxz                                   Stopping container kubedns
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container started
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container created
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-p7bkd                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c" in 2.329s (2.329s including waiting). Image size: 29880226 bytes.
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-v2xxz                                   Stopping container kubedns-metrics-collector
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-mxc8n                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.34.0-gke.5@sha256:497745796db269a0e2d5257c4376bf8c64269e46119ab9b110b67592ef88372c" in 3.677s (3.677s including waiting). Image size: 29880226 bytes.
kube-system                   10m         Normal    Killing                        pod/kube-dns-84d47fbc64-v2xxz                                   Stopping container dnsmasq
kube-system                   10m         Normal    Created                        pod/fluentbit-gke-2jcfk                                         Container created
kube-system                   10m         Normal    Pulled                         pod/fluentbit-gke-2jcfk                                         Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 5.915s (12.486s including waiting). Image size: 36248865 bytes.
gmp-system                    10m         Warning   Unhealthy                      pod/gmp-operator-5859655959-4mvcz                               Readiness probe failed: Get "http://10.4.1.7:18081/readyz": dial tcp 10.4.1.7:18081: connect: connection refused
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container created
gmp-system                    10m         Normal    Pulling                        pod/collector-c9f7g                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.0-gke.2@sha256:b41862ee7ee3e9f24112ccdb0e53060085af1a8347054a7dbcff04467d3e1e9c"
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Container started
gmp-system                    10m         Normal    Pulled                         pod/collector-c9f7g                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.4-gke.0@sha256:6f349dc0be36c8a61be183254f1126c9935f5332daa96c481f7e0e1b20fe0513" in 4.752s (4.752s including waiting). Image size: 149470841 bytes.
gmp-system                    10m         Normal    Pulled                         pod/collector-xvntw                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.4-gke.0@sha256:6f349dc0be36c8a61be183254f1126c9935f5332daa96c481f7e0e1b20fe0513" in 5.91s (5.91s including waiting). Image size: 149470841 bytes.
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-p7bkd                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 1.982s (1.982s including waiting). Image size: 26329267 bytes.
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container created
kube-system                   10m         Normal    Started                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Container started
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-mxc8n                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 1.364s (1.364s including waiting). Image size: 26329267 bytes.
gmp-system                    10m         Normal    Started                        pod/collector-c9f7g                                             Container started
gmp-system                    10m         Normal    Created                        pod/collector-c9f7g                                             Container created
gmp-system                    10m         Normal    Pulling                        pod/collector-xvntw                                             Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.0-gke.2@sha256:b41862ee7ee3e9f24112ccdb0e53060085af1a8347054a7dbcff04467d3e1e9c"
kube-system                   10m         Normal    Pulling                        pod/fluentbit-gke-2jcfk                                         Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e"
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Stopping container konnectivity-agent
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Stopping container konnectivity-agent-metrics-collector
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-p7bkd                          Stopping container konnectivity-agent
kube-system                   10m         Normal    Pulled                         pod/kube-dns-84d47fbc64-tf279                                   Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-dnsmasq-nanny:1.26.8-gke.3@sha256:b5a2a5d776d611873573087f2caae2655122eb6354ca33856358331a1dcb9f2a" in 6.441s (11.997s including waiting). Image size: 33471642 bytes.
gmp-system                    10m         Normal    Created                        pod/collector-xvntw                                             Container created
kube-system                   10m         Normal    Started                        pod/fluentbit-gke-2jcfk                                         Container started
kube-system                   10m         Normal    Killing                        pod/konnectivity-agent-bcb8d5868-mxc8n                          Stopping container konnectivity-agent-metrics-collector
gmp-system                    10m         Normal    Started                        pod/collector-xvntw                                             Container started
kube-system                   10m         Normal    Created                        pod/kube-dns-84d47fbc64-tf279                                   Container created
kube-system                   10m         Normal    Started                        pod/kube-dns-84d47fbc64-tf279                                   Container started
kube-system                   10m         Normal    Pulling                        pod/kube-dns-84d47fbc64-tf279                                   Pulling image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-sidecar:1.26.8-gke.3@sha256:58eed94278e7b43ad2f4c302fd7457e4b5429e1296854d75c75ad45646e259d0"
gmp-system                    10m         Normal    Pulled                         pod/collector-xvntw                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.0-gke.2@sha256:b41862ee7ee3e9f24112ccdb0e53060085af1a8347054a7dbcff04467d3e1e9c" in 1.538s (1.538s including waiting). Image size: 14452960 bytes.
gmp-system                    10m         Normal    Created                        pod/collector-c9f7g                                             Container created
gmp-system                    10m         Normal    Started                        pod/collector-c9f7g                                             Container started
kube-system                   10m         Normal    Pulled                         pod/pdcsi-node-krstt                                            Container image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.26@sha256:f63211217e586411ba3703c247c1ef89154e5f86e8cbb2d44846d59d9de049a1" already present on machine and can be accessed by the pod
gmp-system                    10m         Normal    Pulled                         pod/collector-c9f7g                                             Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.0-gke.2@sha256:b41862ee7ee3e9f24112ccdb0e53060085af1a8347054a7dbcff04467d3e1e9c" in 2.127s (2.127s including waiting). Image size: 14452960 bytes.
gmp-system                    10m         Normal    Started                        pod/collector-xvntw                                             Container started
gmp-system                    10m         Normal    Created                        pod/collector-xvntw                                             Container created
gke-managed-cim               10m         Normal    Pulled                         pod/kube-state-metrics-0                                        Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260113_2300_RC0@sha256:5eb81dc265af031294a413a32fde1b59d5b8480e3f131a09b5a1059294aefd99" in 4.926s (13.671s including waiting). Image size: 26332537 bytes.
gke-managed-cim               10m         Normal    Created                        pod/kube-state-metrics-0                                        Container created
gke-managed-cim               10m         Normal    Started                        pod/kube-state-metrics-0                                        Container started
gke-managed-cim               10m         Normal    Killing                        pod/kube-state-metrics-0                                        Stopping container kube-state-metrics
gke-managed-cim               10m         Normal    Killing                        pod/kube-state-metrics-0                                        Stopping container ksm-metrics-collector
kube-system                   10m         Normal    Pulled                         pod/konnectivity-agent-bcb8d5868-gz8x4                          Successfully pulled image "us-east4-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 4.529s (12.628s including waiting). Image size: 26329267 bytes.
kube-system                   10m         Normal    Created                        pod/konnectivity-agent-bcb8d5868-gz8x4                          Container created
kube-system                   10m         Normal    NotTriggerScaleUp              pod/l7-default-backend-757c84897c-mmjcb                         Pod didn't trigger scale-up:
gmp-system                    10m         Normal    NotTriggerScaleUp              pod/gmp-operator-5859655959-sx5vg                               Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/konnectivity-agent-bcb8d5868-fc69p                          Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/kube-dns-84d47fbc64-6vw92                                   Pod didn't trigger scale-up:
kube-system                   10m         Normal    NotTriggerScaleUp              pod/kube-dns-84d47fbc64-2x8qc                                   Pod didn't trigger scale-up:
